MAT-PRE-.YYYY.-,MAT-PRE-.YYYY.-
Supplier Delivery Note,تسليم مذكرة المورد
Time at which materials were received,وقت استلام المواد
Return Against Purchase Receipt,المرتجع لإيصال الشراء
Rate at which supplier's currency is converted to company's base currency,المعدل الذي يتم تحويل العملة إلى عملة المورد- بالنسبة لعملة الشركة
Sets 'Accepted Warehouse' in each row of the items table.,"يعيّن ""المستودع المقبول"" في كل صف من جدول العناصر."
Sets 'Rejected Warehouse' in each row of the items table.,"يعيّن ""المستودع المرفوض"" في كل صف من جدول الاصناف."
Raw Materials Consumed,المواد الخام المستهلكة
Get Current Stock,الحصول على المخزون الحالي
Consumed Items,العناصر المستهلكة
Add / Edit Taxes and Charges,إضافة / تعديل الضرائب والرسوم
Auto Repeat Detail,تكرار تلقائي للتفاصيل
Transporter Details,تفاصيل نقل
Vehicle Number,عدد المركبات
Vehicle Date,تاريخ تسجيل المركبة
Received and Accepted,تلقت ومقبول
Accepted Quantity,كمية مقبولة
Rejected Quantity,الكمية المرفوضة
Accepted Qty as per Stock UOM,الكمية المقبولة حسب وحدة قياس المخزون
Sample Quantity,كمية العينة
Rate and Amount,معدل والمبلغ
MAT-QA-.YYYY.-,MAT-QA-.YYYY.-
Report Date,تقرير تاريخ
Inspection Type,نوع الفحص
Item Serial No,الرقم التسلسلي للصنف
Sample Size,حجم العينة
Inspected By,تفتيش من قبل
Readings,قراءات
Quality Inspection Reading,قراءة فحص الجودة
Reading 1,قراءة 1
Reading 2,القراءة 2
Reading 3,قراءة 3
Reading 4,قراءة 4
Reading 5,قراءة 5
Reading 6,قراءة 6
Reading 7,قراءة 7
Reading 8,قراءة 8
Reading 9,قراءة 9
Reading 10,قراءة 10
Quality Inspection Template Name,نموذج فحص الجودة اسم
Quick Stock Balance,رصيد المخزون
Available Quantity,الكمية المتوفرة
Distinct unit of an Item,وحدة متميزة من عنصر
Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,لا يمكن إلا أن تتغير مستودع عبر الحركات المخزنية/ التوصيل ملاحظة / شراء الإيصال
Purchase / Manufacture Details,تفاصيل شراء / تصنيع
Creation Document Type,إنشاء نوع الوثيقة
Creation Document No,إنشاء وثيقة رقم
Creation Date,تاريخ الإنشاء
Creation Time,تاريخ الإنشاء
Asset Details,تفاصيل الأصول
Asset Status,حالة الأصول
Delivery Document Type,نوع وثيقة التسليم
Delivery Document No,رقم وثيقة التسليم
Delivery Time,وقت التسليم
Invoice Details,تفاصيل الفاتورة
Warranty / AMC Details,الضمان / تفاصيل عقد الصيانة السنوي
Warranty Expiry Date,تاريخ انتهاء الضمان
AMC Expiry Date,تاريخ انتهاء عقد الصيانة السنوي
Under Warranty,تحت الضمان
Out of Warranty,خارج الضمان
Under AMC,بموجب عقد صيانة سنوي
Out of AMC,خارج عقد الصيانة السنوي
Warranty Period (Days),فترة الضمان (أيام)
Serial No Details,تفاصيل المسلسل
MAT-STE-.YYYY.-,MAT-STE-.YYYY.-
Stock Entry Type,نوع العملية
Stock Entry (Outward GIT),حركة المخزون (GIT للخارج)
Material Consumption for Manufacture,استهلاك المواد للتصنيع
Repack,اعادة تجهيز
Send to Subcontractor,إرسال إلى مقاول الباطن
Delivery Note No,رقم إشعار التسليم
Sales Invoice No,رقم فاتورة المبيعات
Purchase Receipt No,لا شراء استلام
Inspection Required,التفتيش مطلوب
From BOM,من قائمة المواد
For Quantity,للكمية
As per Stock UOM,وفقا للأوراق UOM
Including items for sub assemblies,بما في ذلك السلع للمجموعات الفرعية
Default Source Warehouse,المستودع المصدر الافتراضي
Source Warehouse Address,عنوان مستودع المصدر
Default Target Warehouse,المخزن المستهدق الافتراضي
Target Warehouse Address,عنوان المستودع المستهدف
Update Rate and Availability,معدل التحديث والتوفر
Total Incoming Value,إجمالي القيمة الواردة
Total Outgoing Value,إجمالي القيمة الصادرة
Total Value Difference (Out - In),إجمالي قيمة الفرق (مخرجات - مدخلات)
Additional Costs,تكاليف إضافية
Total Additional Costs,مجموع التكاليف الإضافية
Customer or Supplier Details,عميل او تفاصيل المورد
Per Transferred,لكل نقل
Stock Entry Detail,تفاصيل ادخال المخزون
Basic Rate (as per Stock UOM),التسعير الاساسي استنادأ لوحدة القياس
Basic Amount,المبلغ الأساسي
Additional Cost,تكلفة إضافية
Serial No / Batch,رقم المسلسل / الدفعة
BOM No. for a Finished Good Item,رقم قائمة المواد لسلعة منتهية
Material Request used to make this Stock Entry,طلب المواد المستخدمة لانشاء الحركة المخزنية
Subcontracted Item,البند من الباطن
Against Stock Entry,مقابل مدخل مخزني
Stock Entry Child,مدخل مخزني فرعي
PO Supplied Item,امر شراء صنف مورد
Reference Purchase Receipt,مرجع إيصال شراء
Stock Ledger Entry,حركة سجل المخزن
Outgoing Rate,معدل الخارج
Actual Qty After Transaction,الكمية الفعلية بعد العملية
Stock Value Difference,فرق قيمة المخزون
Stock Queue (FIFO),الأسهم قائمة انتظار (FIFO)
Is Cancelled,هل ملغي
Stock Reconciliation,جرد المخزون
This tool helps you to update or fix the quantity and valuation of stock in the system. It is typically used to synchronise the system values and what actually exists in your warehouses.,تساعدك هذه الأداة لتحديث أو تحديد الكمية وتقييم المخزون في النظام. وعادة ما يتم استخدامه لمزامنة قيم النظام وما هو موجود فعلا في المستودعات الخاصة بك.
MAT-RECO-.YYYY.-,MAT-ريكو-.YYYY.-
Reconciliation JSON,المصالحة JSON
Stock Reconciliation Item,جرد عناصر المخزون
Before reconciliation,قبل المصالحة
Current Serial No,الرقم التسلسلي الحالي
Current Valuation Rate,سعر شراء الصنف الحالي
Current Amount,المبلغ الحالي
Quantity Difference,الكمية الفرق
Amount Difference,مقدار الفرق
Item Naming By,تسمية السلعة بواسطة
Default Item Group,المجموعة الافتراضية للمواد
Default Stock UOM,وحدة قياس المخزون افتراضية
Sample Retention Warehouse,مستودع الاحتفاظ بالعينات
Default Valuation Method,أسلوب التقييم الافتراضي
Show Barcode Field,اظهر الباركود
Convert Item Description to Clean HTML,تحويل وصف السلعة الي HTML
Allow Negative Stock,السماح بالقيم السالبة للمخزون
Automatically Set Serial Nos based on FIFO,قم بتعيين الأرقام التسلسلية تلقائيًا استنادًا إلى ما يرد أولاً يصرف أولاً (FIFO)
Auto Material Request,طلب مواد تلقائي
Inter Warehouse Transfer Settings,إعدادات نقل المستودعات الداخلية
Freeze Stock Entries,تجميد مقالات المالية
Stock Frozen Upto, تجميد المخزون حتى
Batch Identification,تحديد الدفعة
Use Naming Series,استخدام تسلسل للتسمية
Naming Series Prefix,بداية التسلسل
UOM Category,تصنيف وحدة القياس
UOM Conversion Detail,تفاصيل تحويل وحدة القياس
Variant Field,الحقل البديل
A logical Warehouse against which stock entries are made.,مستودع منطقي لقاء ما تم إدخاله من مخزون.
Warehouse Detail,تفاصيل المستودع
Warehouse Name,اسم المستودع
Warehouse Contact Info,معلومات الأتصال بالمستودع
PIN,رقم ال PIN
ISS-.YYYY.-,ISS-.YYYY.-
Raised By (Email),التي أثارها (بريد إلكتروني)
Issue Type,نوع المشكلة
Issue Split From,طلب استمارة اقتسام
Service Level,مستوى الخدمة
Response By,الرد بواسطة
Response By Variance,الاستجابة حسب التباين
Ongoing,جاري التنفيذ
Resolution By,قرار بقلم
Resolution By Variance,القرار عن طريق التباين
Service Level Agreement Creation,إنشاء اتفاقية مستوى الخدمة
First Responded On,أول رد في (تاريخ)
Resolution Details,تفاصيل القرار او الحل
Opening Date,تاريخ الفتح
Opening Time,يفتح من الساعة
Resolution Date,تاريخ القرار او الحل
Via Customer Portal,عبر بوابة العملاء
Support Team,فريق الدعم
Issue Priority,أولوية المشكلة
Service Day,يوم الخدمة
Workday,يوم عمل
Default Priority,الأولوية الافتراضية
Priorities,أولويات
Support Hours,ساعات الدعم
Support and Resolution,الدعم والقرار
Default Service Level Agreement,اتفاقية مستوى الخدمة الافتراضية
Entity,كيان
Agreement Details,تفاصيل الاتفاقية
Response and Resolution Time,زمن الاستجابة والقرار
Service Level Priority,أولوية مستوى الخدمة
Resolution Time,وفر الوقت
Support Search Source,دعم مصدر البحث
Source Type,نوع المصدر
Query Route String,سلسلة مسار الاستعلام
Search Term Param Name,البحث عن اسم المعامل
Response Options,خيارات الاستجابة
Response Result Key Path,الاستجابة نتيجة المسار الرئيسي
Post Route String,سلسلة المسار
Post Route Key List,قائمة مفتاح المسار
Post Title Key,مفتاح العنوان الرئيسي
Post Description Key,مفتاح الوصف
Link Options,خيارات الارتباط
Source DocType,المصدر DocType
Result Title Field,النتيجة عنوان الحقل
Result Preview Field,حقل معاينة النتيجة
Result Route Field,النتيجة مجال التوجيه
Service Level Agreements,اتفاقيات مستوى الخدمة
Track Service Level Agreement,تتبع اتفاقية مستوى الخدمة
Allow Resetting Service Level Agreement,السماح بإعادة ضبط اتفاقية مستوى الخدمة
Close Issue After Days,اغلاق المشكلة بعد (ايام)
Auto close Issue after 7 days,أغلاق تلقائي للمشكلة بعد 7 أيام.
Support Portal,بوابة الدعم
Get Started Sections,أقسام البدء
Show Latest Forum Posts,إظهار أحدث مشاركات المنتدى
Forum Posts,مشاركات المنتدى
Forum URL,رابط المنتدى
Get Latest Query,احصل على آخر استفسار
Response Key List,قائمة مفتاح الاستجابة
Post Route Key,وظيفة الطريق الرئيسي
Search APIs,بحث واجهات برمجة التطبيقات
SER-WRN-.YYYY.-,SER-WRN-.YYYY.-
Issue Date,تاريخ الإصدار
Item and Warranty Details,البند والضمان تفاصيل
Warranty / AMC Status,الضمان / حالة عقد الصيانة السنوي
Resolved By,تم الحل بواسطة
Service Address,عنوان الخدمة
If different than customer address,إذا كان مختلفا عن عنوان العميل
Raised By,التي أثارها
From Company,من شركة
Rename Tool,إعادة تسمية أداة
Utilities,خدمات
Type of document to rename.,نوع الوثيقة إلى إعادة تسمية.
File to Rename,إعادة تسمية الملف
"Attach .csv file with two columns, one for the old name and one for the new name",إرفاق ملف csv مع عمودين، واحدة للاسم القديم واحدة للاسم الجديد
Rename Log,إعادة تسمية الدخول
SMS Log,سجل الرسائل القصيرة
Sender Name,اسم المرسل
Sent On,ارسلت في
No of Requested SMS,عدد الرسائل القصيرة المطلوبة
Requested Numbers,الأرقام المطلوبة
No of Sent SMS,عدد الرسائل القصيرة المرسلة
Sent To,يرسل الى
Absent Student Report,تقرير طالب متغيب
Assessment Plan Status,حالة خطة التقييم
Asset Depreciation Ledger,دفتر حسابات استهلاك الأصول
Asset Depreciations and Balances,إستهلاك الأصول والأرصدة
Available Stock for Packing Items,المخزون المتاج للأصناف المعبأة
Bank Clearance Summary,ملخص التسوية البنكية
Bank Remittance,التحويلات المصرفية
Batch Item Expiry Status,حالة انتهاء صلاحية الصنف
Batch-Wise Balance History,تاريخ الدفعات علي الرصيد
BOM Explorer, استكشاف قائمة المواد
BOM Search,بحث  قائمة المواد
BOM Stock Calculated,مخزون محتسب لقائمة المواد
BOM Variance Report,تقرير الفرق لقائمة المواد
Campaign Efficiency,كفاءة الحملة
Cash Flow,التدفق النقدي
Completed Work Orders,أوامر العمل المكتملة
To Produce,لإنتاج
Produced,أنتجت
Consolidated Financial Statement,القوائم المالية الموحدة
Course wise Assessment Report,تقرير التقييم وفقا للدورة
Customer Acquisition and Loyalty,اكتساب العملاء و الولاء
Customer Credit Balance,رصيد العميل
Customer Ledger Summary,ملخص دفتر الحسابات للعميل
Customer-wise Item Price,سعر الصن وفقا  للعميل
Customers Without Any Sales Transactions,عملاء بدون أي معاملات مبيعات
Daily Timesheet Summary,ملخص سجل الدوام اليومي
Daily Work Summary Replies,ملخص العمل اليومي الردود
DATEV,DATEV
Delayed Item Report,تأخر تقرير البند
Delayed Order Report,تأخر تقرير الطلب
Delivered Items To Be Billed,مواد سلمت و لم يتم اصدار فواتيرها
Delivery Note Trends,توجهات إشعارات التسليم
Electronic Invoice Register,تسجيل الفاتورة الإلكترونية
Employee Advance Summary,ملخص سلف للموظف
Employee Billing Summary,ملخص فواتير الموظفين
Employee Birthday,عيد ميلاد موظف
Employee Information,معلومات الموظف
Employee Leave Balance,رصيد اجازات الموظف
Employee Leave Balance Summary,ملخص رصيد إجازة الموظف
Employees working on a holiday,موظفون يعملون في يوم العطلة
Eway Bill,Eway فاتورة
Expiring Memberships,عضوية منتهية الصلاحية
Fichier des Ecritures Comptables [FEC],فيشير ديس إكوريتورس كومبتابليز [فيك]
Final Assessment Grades,درجات التقييم النهائية
Fixed Asset Register,سجل الأصول الثابتة
Gross and Net Profit Report,تقرير الربح الإجمالي والصافي
GST Itemised Purchase Register,غست موزعة شراء سجل
GST Itemised Sales Register,غست موزعة المبيعات التسجيل
GST Purchase Register,غست شراء سجل
GST Sales Register,سجل مبيعات ضريبة السلع والخدمات
GSTR-1,GSTR-1
GSTR-2,GSTR-2
Hotel Room Occupancy,فندق غرفة إشغال
HSN-wise-summary of outward supplies,ملخص HSN للإمدادات الصادرة
Inactive Customers,العملاء الغير النشطين
Inactive Sales Items,عناصر المبيعات غير النشطة
IRS 1099,مصلحة الضرائب 1099
Issued Items Against Work Order,الأصناف الصادرة مقابل أمر العمل
Projected Quantity as Source,المتوقع الكمية كمصدر
Item Balance (Simple),البند الرصيد (بسيط)
Item Price Stock,سعر صنف المخزون
Item Prices,أسعار الصنف
Item Shortage Report,تقرير نقص الصنف
Item Variant Details,تفاصيل متغيرات الصنف
Item-wise Price List Rate,معدل قائمة الأسعار وفقاً للصنف
Item-wise Purchase History,الحركة التاريخية للمشتريات وفقاً للصنف
Item-wise Purchase Register,سجل حركة المشتريات وفقاً للصنف
Item-wise Sales History,الحركة التاريخية للمبيعات وفقاً للصنف
Item-wise Sales Register,سجل حركة المبيعات وفقاً للصنف
Items To Be Requested,الاصناف التي ينبغي طلبها
Reserved,محجوز
Itemwise Recommended Reorder Level,مستوى إعادة الترتيب الموصى به وفقا للصنف
Lead Details,تفاصيل العميل المحتمل
Lead Owner Efficiency,كفاءة صاحب العميل المحتمل
Loan Repayment and Closure,سداد القرض وإغلاقه
Loan Security Status,حالة ضمان القرض
Lost Opportunity,فرصة ضائعة
Maintenance Schedules,جداول الصيانة
Material Requests for which Supplier Quotations are not created,طلبات المواد التي لم ينشأ لها عروض أسعار من الموردين
Monthly Attendance Sheet,ورقة الحضور الشهرية
Open Work Orders,فتح أوامر العمل
Qty to Deliver,الكمية للتسليم
Patient Appointment Analytics,تحليلات موعد المريض
Payment Period Based On Invoice Date,طريقة الدفع بناء على تاريخ الفاتورة
Pending SO Items For Purchase Request,تعليق اصناف طلب البيع ﻷجل طلب الشراء
Procurement Tracker,متتبع المشتريات
Product Bundle Balance,حزمة المنتج الرصيد
Production Analytics,تحليلات إنتاج
Profit and Loss Statement,الأرباح والخسائر
Profitability Analysis,تحليل الربحية
Project Billing Summary,ملخص فواتير المشروع
Project wise Stock Tracking,تتبع المخزون وفقا للمشروع
Prospects Engaged But Not Converted,عميل متفاعل ولكن لم يتم تحويله
Purchase Analytics,تحليلات المشتريات
Purchase Invoice Trends,اتجهات فاتورة الشراء
Qty to Receive,الكمية للاستلام
Received Qty Amount,الكمية المستلمة
Billed Qty,الفواتير الكمية
Purchase Order Trends,اتجهات امر الشراء
Purchase Receipt Trends,اتجاهات فواتير الشراء
Purchase Register,سجل شراء
Quotation Trends,مؤشرات المناقصة
Received Items To Be Billed,العناصر المستلمة ليتم إصدار فاتورة بها
Qty to Order,الكمية للطلب
Requested Items To Be Transferred,العناصر المطلوبة ليتم تحويلها
Qty to Transfer,الكمية للنقل
Salary Register,راتب التسجيل
Sales Analytics,تحليل المبيعات
Sales Invoice Trends,اتجاهات فاتورة المبيعات
Sales Order Trends,معدل طلبات البيع
Sales Partner Commission Summary,اجمالي عمولة الوكيل/الموزع
Sales Partner Target Variance based on Item Group,الفرق بين اهداف الوكلاء/الموزعين بالنسبة لمجموعة الاصناف
Sales Partner Target Variance Based On Item Group,الفرق بين اهداف الوكلاء/الموزعين بالنسبة لمجموعة الاصناف
Sales Partner Transaction Summary,ملخص معاملات الوكيل/الموزع
Sales Partners Commission,عمولة الوكلاء/الموزعين
Invoiced Amount (Exclusive Tax),مبلغ الفاتورة (غير شامل الضريبة)
Average Commission Rate,متوسط العمولة
Sales Payment Summary,ملخص مدفوعات المبيعات
Sales Person Commission Summary,ملخص مندوب مبيعات الشخص
Sales Person Target Variance Based On Item Group,تباين هدف مندوب المبيعات بناءً على مجموعة الصنف
Sales Person-wise Transaction Summary,ملخص المبيعات بناء على موظف المبيعات
Sales Register,سجل مبيعات
Serial No Service Contract Expiry,الرقم التسلسلي للعقود
Serial No Status,حالة رقم المسلسل
Serial No Warranty Expiry,انتهاء الضمان
Stock Ageing,التبويب التاريخي للمخزن
Stock and Account Value Comparison,الأسهم وقيمة الحساب مقارنة
Stock Projected Qty,كمية المخزون المتوقعة
Student and Guardian Contact Details,طالب والجارديان تفاصيل الاتصال
Student Batch-Wise Attendance,حضور الطالب وفقا للدفعة
Student Fee Collection,طالب رسوم مجموعة
Student Monthly Attendance Sheet,طالب ورقة الحضور الشهري
Subcontracted Item To Be Received,البند المتعاقد عليه من الباطن
Subcontracted Raw Materials To Be Transferred,المواد الخام المتعاقد عليها من الباطن
Supplier Ledger Summary,ملخص دفتر الحسابات للمورد
Supplier-Wise Sales Analytics,تحليل مبيعات وفقا للمورد
Support Hour Distribution,دعم توزيع ساعة
TDS Computation Summary,ملخص حساب الضريبة المقتطعة عند المصدر
TDS Payable Monthly, الضريبة المقتطعة عند المصدر مستحقة الدفع شهريًا
Territory Target Variance Based On Item Group,التباين المستهدف للمنطقة بناءً على مجموعة العناصر
Territory-wise Sales,مبيعات المناطق
Total Stock Summary,ملخص إجمالي المخزون
Trial Balance,ميزان المراجعة
Trial Balance (Simple),ميزان المراجعة (بسيط)
Trial Balance for Party,ميزان المراجعة
Unpaid Expense Claim,مطالبة المصاريف غير المسددة
Warehouse wise Item Balance Age and Value,عمر وقيمة ميزان السلع في المستودع
Work Order Stock Report,تقرير مخزون أمر العمل
Work Orders in Progress,أوامر العمل في التقدم
Validation Error,خطئ في التحقق
Automatically Process Deferred Accounting Entry,معالجة الإدخال المؤجل للمحاسبة تلقائيًا
Bank Clearance,تسوية الحساب البنكي يدويا
Bank Clearance Detail,تفاصيل التسوية البنكية
Update Cost Center Name / Number,تحديث اسم / رقم مركز التكلفة
Journal Entry Template,نموذج إدخال دفتر اليومية
Template Title,عنوان النموذج
Journal Entry Type,نوع إدخال دفتر اليومية
Journal Entry Template Account,حساب نموذج إدخال دفتر اليومية
Process Deferred Accounting,عملية المحاسبة المؤجلة
Manual entry cannot be created! Disable automatic entry for deferred accounting in accounts settings and try again,لا يمكن إنشاء الإدخال اليدوي! قم بتعطيل الإدخال التلقائي للمحاسبة المؤجلة في إعدادات الحسابات وحاول مرة أخرى
End date cannot be before start date,لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ البدء
Total Counts Targeted,إجمالي الأعداد المستهدفة
Total Counts Completed,إجمالي الأعداد المنجزة
Counts Targeted: {0},الأعداد المستهدفة: {0}
Payment Account is mandatory,حساب الدفع إلزامي
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.",إذا تم تحديده ، فسيتم خصم المبلغ بالكامل من الدخل الخاضع للضريبة قبل حساب ضريبة الدخل دون تقديم أي إعلان أو إثبات.
Disbursement Details,تفاصيل الصرف
Material Request Warehouse,مستودع طلب المواد
Select warehouse for material requests,حدد المستودع لطلبات المواد
Transfer Materials For Warehouse {0},نقل المواد للمستودع {0}
Production Plan Material Request Warehouse,مستودع طلب مواد خطة الإنتاج
Sets 'Source Warehouse' in each row of the items table.,"يعيّن ""مستودع المصدر"" في كل صف من جدول الاصناف."
Sets 'Target Warehouse' in each row of the items table.,"يعيّن ""المستودع المستهدف"" في كل صف من جدول الاصناف."
Show Cancelled Entries,إظهار الإدخالات الملغاة
Backdated Stock Entry,إدخال مخزون مؤرخ
Row #{}: Currency of {} - {} doesn't matches company currency.,الصف # {}: عملة {} - {} لا تطابق عملة الشركة.
{} Assets created for {},{} الأصول المنشأة لـ {}
{0} Number {1} is already used in {2} {3},{0} الرقم {1} مستخدم بالفعل في {2} {3}
Update Bank Clearance Dates,تحديث تواريخ التخليص المصرفي
Healthcare Practitioner:,طبيب الرعاية الصحية:
Lab Test Conducted:,تم إجراء الاختبار المعملي:
Lab Test Event:,حدث الاختبار المعملي:
Lab Test Result:,نتيجة الاختبار المعملي:
Clinical Procedure conducted:,الإجراء السريري الذي تم إجراؤه:
Therapy Session Charges: {0},رسوم جلسة العلاج: {0}
Therapy:,علاج نفسي:
Therapy Plan:,خطة العلاج:
Total Counts Targeted:,إجمالي الأعداد المستهدفة:
Total Counts Completed:,إجمالي الأعداد المكتملة:
Andaman and Nicobar Islands,جزر أندامان ونيكوبار
Andhra Pradesh,ولاية اندرا براديش
Arunachal Pradesh,اروناتشال براديش
Assam,آسام
Bihar,بيهار
Chandigarh,شانديغار
Chhattisgarh,تشهاتيسجاره
Dadra and Nagar Haveli,دادرا وناغار هافيلي
Daman and Diu,دامان وديو
Delhi,دلهي
Goa,غوا
Gujarat,ولاية غوجارات
Haryana,هاريانا
Himachal Pradesh,هيماشال براديش
Jammu and Kashmir,جامو وكشمير
Jharkhand,جهارخاند
Karnataka,كارناتاكا
Kerala,ولاية كيرالا
Lakshadweep Islands,جزر لاكشادويب
Madhya Pradesh,ماديا براديش
Maharashtra,ماهاراشترا
Manipur,مانيبور
Meghalaya,ميغالايا
Mizoram,ميزورام
Nagaland,ناجالاند
Odisha,أوديشا
Other Territory,إقليم آخر
Pondicherry,بونديشيري
Punjab,البنجاب
Rajasthan,راجستان
Sikkim,سيكيم
Tamil Nadu,تاميل نادو
Telangana,تيلانجانا
Tripura,تريبورا
Uttar Pradesh,ولاية أوتار براديش
Uttarakhand,أوتارانتشال
West Bengal,ولاية البنغال الغربية
Is Mandatory,إلزامي
Published on,نشرت في
Service Received But Not Billed,تم استلام الخدمة ولكن لم يتم دفع الفاتورة
Deferred Accounting Settings,إعدادات المحاسبة المؤجلة
Book Deferred Entries Based On,حجز إدخالات مؤجلة على أساس
Days,أيام
Months,الشهور
Book Deferred Entries Via Journal Entry,حجز إدخالات مؤجلة عن طريق إدخال دفتر اليومية
Submit Journal Entries,إرسال إدخالات دفتر اليومية
If this is unchecked Journal Entries will be saved in a Draft state and will have to be submitted manually,إذا كان هذا غير محدد ، فسيتم حفظ إدخالات دفتر اليومية في حالة المسودة وسيتعين إرسالها يدويًا
Enable Distributed Cost Center,تمكين مركز التكلفة الموزعة
Distributed Cost Center,مركز التكلفة الموزعة
Dunning,إنذار بالدفع
DUNN-.MM.-.YY.-,DUNN-.MM .-. YY.-
Overdue Days,الأيام المتأخرة
Dunning Type,نوع الطلب
Dunning Fee,رسوم المطالبة
Dunning Amount,مبلغ المطالبة
Resolved,تم الحل
Unresolved,لم تحل
Printing Setting,إعداد الطباعة
Body Text,نص أساسي
Closing Text,نص ختامي
Resolve,حل
Dunning Letter Text,طلب نص الرسالة
Is Default Language,هي اللغة الافتراضية
Letter or Email Body Text,نص الرسالة أو نص البريد الإلكتروني
Letter or Email Closing Text,نص إغلاق الرسالة أو البريد الإلكتروني
Body and Closing Text Help,النص الأساسي والنص الختامي تعليمات
Overdue Interval,الفاصل الزمني المتأخر
Dunning Letter,رسالة تذكير
"This section allows the user to set the Body and Closing text of the Dunning Letter for the Dunning Type based on language, which can be used in Print.",يسمح هذا القسم للمستخدم بتعيين النص الأساسي ونص الإغلاق لحرف المطالبة لنوع المطالبة بناءً على اللغة ، والتي يمكن استخدامها في الطباعة.
Reference Detail No,تفاصيل المرجع رقم
Custom Remarks,ملاحظات مخصصة
Please select a Company first.,الرجاء تحديد شركة أولاً.
"Row #{0}: Reference Document Type must be one of Sales Order, Sales Invoice, Journal Entry or Dunning",الصف # {0}: يجب أن يكون نوع المستند المرجعي أحد أوامر المبيعات أو فاتورة المبيعات أو إدخال دفتر اليومية أو المطالبة
POS Closing Entry,إغلاق شيفت نقطة البيع
POS Opening Entry,فتح شيفت نقطة البيع
POS Transactions,معاملات نقاط البيع
POS Closing Entry Detail,تفاصيل إغلاق شيفت نقطة نقطة البيع
Opening Amount,مبلغ الافتتاح
Closing Amount,مبلغ الإغلاق
POS Closing Entry Taxes,ضرائب الشيفت الختامية لنقاط البيع
POS Invoice,فاتورة نقاط البيع
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-
Consolidated Sales Invoice,فاتورة المبيعات الموحدة
Return Against POS Invoice,المرتجع لفاتورة نقاط البيع
Consolidated,موحّد
POS Invoice Item,بند فاتورة نقاط البيع
POS Invoice Merge Log,سجل دمج فاتورة نقاط البيع
POS Invoices,فواتير نقاط البيع
Consolidated Credit Note,مذكرة ائتمان موحدة
POS Invoice Reference,مرجع فاتورة نقاط البيع
Set Posting Date,حدد تاريخ النشر
Opening Balance Details,تفاصيل الرصيد الافتتاحي
POS Opening Entry Detail,تفاصيل فتح شيفت نقطة البيع
POS Payment Method,طريقة الدفع في نقاط البيع
Payment Methods,طرق الدفع
Process Statement Of Accounts,بيان العملية للحسابات
General Ledger Filters,فلترة دفتر الحسابات العام
Customers,العملاء
Select Customers By,حدد العملاء حسب
Fetch Customers,جلب العملاء
Send To Primary Contact,أرسل إلى جهة الاتصال الأساسية
Print Preferences,تفضيلات الطباعة
Include Ageing Summary,قم بتضمين ملخص الشيخوخة
Enable Auto Email,تفعيل البريد الإلكتروني التلقائي
Filter Duration (Months),مدة الفلتر (شهور)
CC To,CC إلى
Help Text,نص المساعدة
Emails Queued,رسائل البريد الإلكتروني في قائمة الانتظار
Process Statement Of Accounts Customer,بيان العملية لحسابات العملاء
Billing Email,البريد الالكتروني لقوائم الدفع
Primary Contact Email,البريد الإلكتروني لجهة الاتصال الأساسية
PSOA Cost Center,مركز تكلفة PSOA
PSOA Project,مشروع PSOA
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-
Supplier GSTIN,المورد GSTIN
Place of Supply,مكان التوريد
Select Billing Address,اختر عنوان الفواتير
GST Details,تفاصيل ضريبة السلع والخدمات
GST Category,فئة ضريبة السلع والخدمات
Registered Regular,منتظم مسجل
Registered Composition,التكوين المسجل
Unregistered,غير مسجل
SEZ,المناطق الاقتصادية الخاصة
Overseas,ما وراء البحار
UIN Holders,حوامل UIN
With Payment of Tax,مع دفع الضريبة
Without Payment of Tax,بدون دفع الضرائب
Invoice Copy,نسخة الفاتورة
Original for Recipient,الأصل للمستلم
Duplicate for Transporter,مكرر للناقل
Duplicate for Supplier,تكرار للمورد
Triplicate for Supplier,ثلاث نسخ للمورد
Reverse Charge,عكس التكلفة
Y,ص
N,ن
E-commerce GSTIN,GSTIN للتجارة الإلكترونية
Reason For Issuing document,سبب اصدار الوثيقة
01-Sales Return,01-مردودات المبيعات
02-Post Sale Discount,02-خصم ما بعد البيع
03-Deficiency in services,03- قصور في الخدمات
04-Correction in Invoice,04- تصحيح الفاتورة
05-Change in POS,05-التغيير في نقاط البيع
06-Finalization of Provisional assessment,06- الانتهاء من الربط المؤقت
07-Others,07-أخرى
Eligibility For ITC,الأهلية لمركز التجارة الدولية
Input Service Distributor,موزع خدمة الإدخال
Import Of Service,استيراد الخدمة
Import Of Capital Goods,استيراد السلع الرأسمالية
Ineligible,غير مؤهل
Availed ITC Integrated Tax,الاستفادة من ضريبة ITC المتكاملة
Availed ITC Central Tax,الاستفادة من ضريبة مركز التجارة الدولية
Availed ITC State/UT Tax,تم الاستفادة من ضريبة الدولة / ضريبة UT الخاصة بمركز التجارة الدولية
Availed ITC Cess,ضرائب ITC المتاحة
Is Nil Rated or Exempted,لا يوجد تصنيف أو معفي
Is Non GST,غير ضريبة السلع والخدمات
